100000,"Раздел III УПРАВЛЕНИЯ ЛАГЕРЕЙ, ЛАГЕРНЫЕ ОТДЕЛЕНИЯ ЦЕНТРАЛЬНОГО ПОДЧИНЕНИЯ",,,,,,,,,,,,,,,,,
100001,"АВТОТРАНСПОРТНЫЙ ИТЛ ДАЛЬСТРОЯ (ИТЛ Упр. автотранспорта, Транслаг, Транспортное ЛО, ИТЛ Автотранспорта, Автотранспортный ИТЛ УСВИТЛа)",Время существования: организован не позднее 01.02.51 [1]1; закрыт 05.08.54 [2].,"Реорганизован: между 22.05.51 и 01.05.52 из ЛО в ИТЛ [3], {21. Л. 55}2.","Подчинен: ГУ ИТ лагерей Дальстроя в 1951–1952 гг. [1], {21. Л. 55}; УСВИТЛ в 1953–1954 гг. {21. Л. 667}, [2].","Дислокация: Магаданская обл., пос. Мякит {21. Л. 667, 733}.","Литер: АВ-4 {21. Л. 667, 733}.",Телегр. код: нет {21. Л. 667}.,"Адрес: Магаданская обл., пос. Мякит, п/я АВ-261/206 на 01.08.53 {21. Л. 733}; п/я АВ-261/46 на 11.12.53 {21. Л. 667}.","Производство: работа в цехах на участках автобаз, на Спорненском авторем. з-де3, стр-во в пос. Мякит, обслуживание угольных шахт Первомайского угольного р-на {21. Л. 55–70}.",Численность: 22.05.51 — 4316 [3]; 01.09.51 — 59274 [4]; 01.05.52 — 62655 {21. Л. 55–70}; 01.08.53 — 3643 {21. Л. 733}; 02.02.54 — 4433 {21. Л. 671}.,"Начальники: нач. — майор Абаев ?.?. (упом. 01.05.52) {21. Л. 70}; п/п инт.с. Карпов Б.Н., ? — по 15.07.52 [5]; инж.-майор Толкачев С.С., с 15.07.52 — ? [5]; майор Ершов ?.?. (упом. 01.08.53) {21. Л. 733}6.",Архив: ?,,Примечания: ,Источники: ,,с.с.,"61.407434, 152.090060"
,,,,,,,,,,,,,,"1 Согласно этому пр. создано лаг. подр. при Чаун-Чукотском ГПУ, но статус его не указан (см. ГЛАВНОЕ УПРАВЛЕНИЕ СТРОИТЕЛЬСТВА ДАЛЬНЕГО СЕВЕРА); впервые ЧАУН-ЧУКОТСКИЙ ИТЛ упом. 22.05.51 [16]. ",Пр. 00872 МВД от 20.09.49. ,,,
,,,,,,,,,,,,,,"2 Согласно {21. Л. 732}, Чебаненко стал нач. ЧАУН-ЧУКОТСКОГО ИТЛ с 25.08.51, но это противоречит др. данным.",Пр. 0271 МВД от 16.04.57. ,,,
,,,,,,,,,,,,,,,ГАРФ. Ф. 9414. Оп. 1д. Д. 161. ,,,
,,,,,,,,,,,,,,,Пр. 00656 МВД от 01.11.50.  ,,,
,,,,,,,,,,,,,,,Пр. 00108 МВД от 03.03.51. ,,,
,,,,,,,,,,,,,,,Пр. 0617 МВД от 11.09.50. ,,,
,,,,,,,,,,,,,,,Пр. 0366 МВД от 03.03.52. ,,,
,,,,,,,,,,,,,,,Пр. 001141 МВД от 31.12.49. ,,,
,,,,,,,,,,,,,,,Пр. 0622 МВД от 04.09.51. ,,,
,,,,,,,,,,,,,,,Пр. 0915 МВД от 26.12.49. ,,,
,,,,,,,,,,,,,,,Пр. 618 МВД от 15.09.50.  ,,,
,,,,,,,,,,,,,,,ГАРФ. Ф.8131. Оп. 32. Д. 3033. ,,,
,,,,,,,,,,,,,,,Пр. 0103 МВД от 24.01.51.  ,,,
,,,,,,,,,,,,,,,Пр. 00765 МВД от 22.09.54. ,,,
,,,,,,,,,,,,,,,Пр. 00450 МВД от 28.05.54. ,,,
,,,,,,,,,,,,,,,ГАРФ. Ф. 9414. Оп. 1д. Д. 107. Л. 1.,,,
100453,ЧЕБОКСАРСКИЙ ИТЛ (Чебоксарлаг),Время существования: организован в 1941 г.1; закрыт 14.02.422 [2].,,"Подчинен: ГУЛАГ [1, 2].","Дислокация: Чувашская АССР, г.Чебоксары [1].",Литер: нет.,Телегр. код: нет.,"Адрес: г.Чебоксары Чувашской АССР, п/я — ? [1].","Производство: ремонт дороги Горький—Чебоксары—Казань, (""приведение дороги в проезжее состояние"") [1, 2].",Численность: 01.03.42 — 5955 [3].,"Начальники: нач.— Мороз И.П., с 11.08.41 — ?; з/н — Кудеш С.М., с 11.08.41 — ? [1].","Архив: В ОИТК МВД Чувашской АССР (""часть л/д з/к, материалов делопроизводства"") {1}.",,Примечания: ,Источники: ,См. также: СТРОИТЕЛЬСТВО ГУШОСДОРА НКВД № 4 И ИТЛ.,С.К.,"56.146247, 47.250153"
,,,,,,,,,,,,,,"1 Пр. [1] организовано Упр. нач. работ дороги Горький—Казань; обслуживающий стр-во лагерь упом. без названия, так что не ясно, существовал ли Чебоксарлаг ранее или организован этим же пр. ",Пр. 0363 НКВД от 11.08.41. ,,,
,,,,,,,,,,,,,,"2 Лаг. подр. Чебоксарлага распределены между ОИТК НКВД Чувашской, Татарской АССР и УИТЛК УНКВД по Горьковской обл., которым было поручено в дальнейшем обслуживать стр-во дороги [2].",Пр. 050 НКВД от 14.02.42. ,,,
,,,,,,,,,,,,,,,ГАРФ. Ф. 9414. Оп. 1д. Д. 379. Л. 12.,,,
100454,ЧЕЛЯБИНСКИЙ ИТЛ (Челяблаг),Время существования: организован 22.05.47 — переименован из ИТЛ ЧЕЛЯБМЕТАЛЛУРГСТРОЯ [1]; закрыт 06.10.51 [2].,,Подчинен: ГУЛАГ с 22.05.47 [1]; УИТЛК УМВД по Челябинской обл. с 13.10.50 [3].,"Дислокация: г.Челябинск [1], {19}.",Литер: БЦ с 22.05.47 [1].,Телегр. код: нет на 15.01.49 {19}.,"Адрес: г.Челябинск 17, п/я 50 {19}1.",Производство: обслуживание треста Челябметаллургстрой [1].,"Численность: 01.01.48 — 15 352, 01.01.49 — 15 343, 01.01.50 — 13 644 (УРО).","Начальники: и.о. нач. — п/п Люткевич П.О., с 22.05.47 — ? [1]; нач. — п/п (полк.) Люткевич П.О., с 19.05.48 по 04.01.51 [4, 5]; п/п Нифонтов И.П., с 25.06.51 по 09.10.51 [6, 7]; и.о. нач. — п/п Нифонтов И.П. (упом. 22.04.50) [8]; з/н — Кравец П.С., ? — 31.03.52 [9].","Архив: Включает архив ЧЕЛЯБИНСКОГО ИТЛ и ИТЛ ЧЕЛЯБМЕТАЛЛУРГСТРОЯ. Хранился в УИТЛК УМВД по Челябинской обл.: л/д з/к — 26 442, списки и л/д трудмобилизованных немцев — 21 667, материалы делопроизводства, служебные карточки сотрудников; в 1-м Спецотделе УМВД Челябинской обл. (л/д сотрудников) {1}.",,Примечание: ,Источники: ,См. также: ИТЛ ЧЕЛЯБМЕТАЛЛУРГСТРОЯ.,С.С.,"55.160026, 61.402590"
,,,,,,,,,,,,,,"1 В {1} ошибочно указано п/я АТ-50 (до 1952 г. лит. обозначения не включали в номер п/я; лит. обозначение ""АТ"" принадлежало предшественнику этого ИТЛ — ИТЛ ЧЕЛЯБМЕТАЛЛУРГСТРОЯ).",Пр. 0290 МВД от 22.05.47. ,,,
,,,,,,,,,,,,,,,Пр. 00725 МВД от 06.10.51. ,,,
,,,,,,,,,,,,,,,Пр. 0699 МВД от 13.10.50. ,,,
,,,,,,,,,,,,,,,Пр. 599лс МВД от 19.05.48.  ,,,
,,,,,,,,,,,,,,,Пр. 3лс МВД от 04.01.51. ,,,
,,,,,,,,,,,,,,,Пр. 799лс МВД от 25.06.51. ,,,
,,,,,,,,,,,,,,,Пр. 1337лс МВД от 09.10.51. ,,,
,,,,,,,,,,,,,,,ГАРФ. Ф. 9414. Оп. 1д. Д. 149. Л. 226. ,,,
,,,,,,,,,,,,,,,Пр. 410лс МВД от 31.03.52.,,,
100455,ЧЕРЕПОВЕЦКИЙ ИТЛ (Череповецлаг),Время существования: организован 27.09.40 [1]1; закрыт 28.06.41 {12}.,,Подчинен: ГУЛАГ с 27.09.40 [1]; ГУЛПС с 26.02.41 [2; 3. Л. 10]; УЛСПЧМ с 14.05.41 [4].,"Дислокация: Вологодская обл., г.Череповец [1], {11}.",Литер: нет.,Телегр. код: нет.,"Адрес: Вологодская обл., г.Череповец, п/я 273 {11}.","Производство: стр-во Череповецкого металлургического комб. [1]; железных и грунтовых дорог, водопровода, деревообделочных и мех. предприятий, жилья и коммунальных объектов, работа на лесозаводе и в подсобном с. х. [5].","Численность: 01.01.41 — 997, 01.07.41 — 4821 [3].","Начальники: нач. — кап. ГБ Хархардин А.И., с 27.09.40 — не ранее 02.06.41 [6, 7].","Архив: В архивах МВД материалы не сохранились. В ГА Вологодской обл.: материалы ""Упр. стр-ва Череповецкого металлургического комб."" за 1940–1941 гг. {1}.",,Примечание: ,Источники: ,,С.С.,"59.127443, 37.906902"
,,,,,,,,,,,,,,"1 Возможно, это повторный пр. об открытии, так как временный штат ИТЛ объявлен 01.08.40 [8].",Пр. 0423 НКВД от 27.09.40. ,,,
,,,,,,,,,,,,,,,Пр. 00212 НКВД от 26.02.41. ,,,
,,,,,,,,,,,,,,,"ГАРФ. Ф. 9414. Оп. 1д. Д. 371. Л. 2, 54. ",,,
,,,,,,,,,,,,,,,Пр. 00577 НКВД от 14.05.41. ,,,
,,,,,,,,,,,,,,,ГАРФ. Ф.9414. Оп.1. Д.853. Л.270–273. ,,,
,,,,,,,,,,,,,,,Пр. 1356лс НКВД от 27.09.40. ,,,
,,,,,,,,,,,,,,,Пр. 0288 НКВД от 02.06.41. ,,,
,,,,,,,,,,,,,,,Пр. 0315 НКВД от 01.08.40.,,,
100456,"ЧЕРНОГОРСКИЙ ИТЛ (Черногорскстрой, Черногорлаг)",Время существования: организован 10.11.50 [1]1; закрыт 09.06.53 пр. МЮ 075 [2. Разд. 1. Л. 1].,,Подчинен: ГУЛПС с 10.11.50 [1]; ГСНС с 06.10.51 [3]; ГУЛАГ МЮ с 02.04.53 {33}.,"Дислокация: Красноярский кр., Хакасская а.о., г.Черногорск [1] {26, 37}.",Литер: ЕИ с 10.11.50 [1].,"Телегр. код: ""Тайга"" {37}2.","Адрес: г.Черногорск Красноярского кр., п/я 2 [2. Разд. 1. Л. 2]; Красноярский кр., Хакасская а.о., г.Черногорск, п/я ЕИ-2 {26}.","Производство: стр-во Черногорского з-да гидрирования смолы МНП [1], ТЭЦ [4], 16.04.52 организована проектная группа ин-та ""Гипронефтестрой"" [5], изготовление разборных деревянных бараков [6], работа на кирп. и рем.-мех. з-дах, стр-во дома культуры [7], работа на каменном карьере, с/х работы, стр-во Назаровского угольного разреза, лесозаготовки [2. Разд. 3. Л. 1–9].","Численность: 01.02.51 — 1951, 01.01.52 — 6183, 01.01.53 — 11 938 (УРО); 10.05.52 — 5939 [2. Разд. 3. Л. 1]; 15.03.53 — 11 367, 15.05.53 — 6388 [2. Разд. 4. Л. 5, 18].","Начальники: нач. — г/м Харченко А.В., с 20.12.50 — не ранее 02.03.53 [8, 9]; и.о. нач. — майор Соколов ?.?. (упом. 03.01.51 и 25.02.51) [10, 11]; майор в/с Щербаков Г.В., с 01.04.53 по 18.05.53 [12, 13]; з/н — п/п Чагин С.Е., с 12.50 по 26.03.52 [2. Разд. 1. Л. 2об.], [14]; п/п Векшин С.В., с 07.05.52 по 24.11.52 [2. Разд. 1. Л. 2об.]; майор в/с Попов ?.?. (упом. 20.05.53) [15].",Архив: ?,,Примечания: ,Источники: ,См. также: СТРОИТЕЛЬСТВО 16 И ИТЛ.,С.С.,"53.827034, 91.306005"
,,,,,,,,,,,,,,"1 06.03.50 был издан пр. 0149 ""Об организации ИТЛ и СУ МВД по стр-ву Черногорского з-да гидрирования смолы"", но, по-видимому, тогда ИТЛ создан не был, так как, согласно [1], до открытия ЧЕРНОГОРСКОГО ИТЛ 10.11.50 работы по стр-ву велись силами ИТЛ Строительства 16. ",Пр. 0747 МВД от 10.11.50. ,,,
,,,,,,,,,,,,,,"2 До переподчинения ГУЛАГу МЮ у этого ИТЛ телегр. кода не было, краткий телегр. адрес — ""Черногорскстрой"" [2], {13}.",ГАРФ. Ф. 9414. Оп. 1д. Д. 263. ,,,
,,,,,,,,,,,,,,,Пр. 0720 МВД от 06.10.51. ,,,
,,,,,,,,,,,,,,,Пр. 073 МВД от 22.01.52.  ,,,
,,,,,,,,,,,,,,,Пр. 0561 МВД от 16.04.52. ,,,
,,,,,,,,,,,,,,,Расп. 190 МВД от 28.02.53. ,,,
,,,,,,,,,,,,,,,Пр. 07 МВД от 03.01.53. ,,,
,,,,,,,,,,,,,,,Пр. 1781лс МВД от 20.12.50. ,,,
,,,,,,,,,,,,,,,Пр. 0241 МВД от 02.03.51. ,,,
,,,,,,,,,,,,,,,Расп. 4 МВД от 03.01.51. ,,,
,,,,,,,,,,,,,,,ГАРФ. Ф. 9414. Оп. 1д. Д. 153. Л. 199. ,,,
,,,,,,,,,,,,,,,Пр. 027/л МЮ от 01.04.53. ,,,
,,,,,,,,,,,,,,,Пр. 371/л МЮ от 18.05.53. ,,,
,,,,,,,,,,,,,,,Пр. 00367 МВД от 26.03.52. ,,,
,,,,,,,,,,,,,,,ГАРФ. Ф. 9414. Оп. 1. Д. 164. Л. 124.,,,
100457,ЧЕРНОГОРСКИЙ СПЕЦИАЛЬНЫЙ ИТЛ,"Время существования: организован 07.01.44 на базе Черногорской колонии УНКВД по Красноярскому кр. по добыче угля [1]1; закрыт между 08.06.45 и 31.10.46 {15, 17}2.",,"Подчинен: УИТЛК УНКВД по Красноярскому кр. с 07.01.44 по крайней мере до 08.06.45 [1] {14, 15}.","Дислокация: Красноярский кр., ст. Черногорск Красноярской ж.д. [1], {14, 15}.",Литер: нет.,Телегр. код: нет.,"Адрес: ст. Черногорск Красноярской ж.д., п/я — нет {14, 15}.",Производство: добыча угля [1].,Численность: ?,"Начальники: нач. — кап. ГБ Зубов Н.И., с 07.01.44 — ? [1].",Архив: ?,,Примечания: ,Источники: ,,С.К.,"53.827034, 91.306005"
,,,,,,,,,,,,,,"1 Организован для ""предателей и пособников немецко-фашистских оккупантов из числа лиц, именующихся ""фольксдойче"" с Украины"". Готовность лагеря к приему новых з/к — к 25.01.44. На формирование ИТЛ приказано передать все здания, хозяйство и л.с. Черногорской колонии; установить особо строгий режим для з/к из состава ""фольксдойче"". ""Ныне работающих в колонии з/к заменять постепенно по мере прибытия новых з/к согласно настоящего приказа"". Всех ""фольксдойче"" из Украинской ССР предписано ""судить ОСО и направлять в этот ИТЛ"" [1]. ",Пр. 0013 НКВД от 07.01.44.,,,
,,,,,,,,,,,,,,2 Последнее известное упом. — 08.06.45 {15}; в пр. с объявлением дислокаций всех ИТЛ от 31.10.46 отсутствует {17}.,,,,
100458,"ЧЕРНОИСТОЧИНСКИЙ ИТЛ (Черноисточенский ИТЛ, Черноисточлаг)",Время существования: организован 25.08.42 [1]1; закрыт 15.04.43 — реорг. в самостоятельное ЛО в составе ТАГИЛЬСКОГО ИТЛ [2].,,Подчинен: ГУЛПС с 25.08.42 [1].,"Дислокация: Свердловская обл., Висимский р-н, р.п. Черноисточинск [1, 3].",Литер: нет.,Телегр. код: нет.,"Адрес: Свердловская обл., Висимский р-н, р.п.Черноисточинск, п/я 306 [3].","Производство: деревообработка, лесозаготовки, рыболовство, изготовление кирпича, сбор дикорастущих, корзино — и лаптеплетение, швейные, рем.-мех. и обувные мастерские [4].","Численность: 30.11.42 — 874 [5]; 01.01.43 — 1541 [6]; 01.02.43 — 1610, 01.04.43 — 1542 (УРО).","Начальники: нач. — майор ГБ Гурвич С.В., с 25.08.42 по 15.04.43 [1, 2].","Архив: В УИТЛК УМВД по Свердловской обл.: ""все материалы"" {1, 2}.",,Примечание: ,Источники: ,См. также: ТАГИЛЬСКИЙ ИТЛ.,С.С.,"57.731465, 59.870306"
,,,,,,,,,,,,,,1 ИТЛ организован для вывоза инвалидов и неработающих слабосильных из ТАГИЛЬСКОГО ИТЛ.,Пр. 001807 НКВД от 25.08.42. ,,,
,,,,,,,,,,,,,,,Пр. 0143 НКВД от 15.04.43. ,,,
,,,,,,,,,,,,,,,Пр. 002435 НКВД от 06.11.42. ,,,
,,,,,,,,,,,,,,,Пр. 011 НКВД от 16.01.43.  ,,,
,,,,,,,,,,,,,,,ГАРФ. Ф. 9414. Оп. 1д. Д. 381. Л. 12. ,,,
,,,,,,,,,,,,,,,Там же. Д. 378. Л. 112.,,,
100459,"ЧИСТЮНЬГСКИЙ ОЗДОРОВИТЕЛЬНЫЙ ЛАГЕРЬ (Чистюньлаг, Чистюньгский инвалидный ИТЛ)",Время существования: организован 27.05.46 на базе Чистюньгского ЛО УИТЛК УМВД по Алтайскому кр. [1]1; закрыт 23.04.51 — реорг. в ЛО УИТЛК УМВД по Алтайскому кр. [2].,,Подчинен: ГУЛАГ с 27.05.46 [1]; УИТЛК УМВД по Алтайскому кр. с 23.09.50 [3] (см. также [4]).,"Дислокация: Алтайский кр., Топчихинский р-н, с.Топчиха {17, 19}.","Литер: АЮ с 27.05.46 [1], {3, 17, 19}.","Телегр. код: ""Луч"" {19}.","Адрес: Алтайский кр., с.Топчиха, п/я 247/19 {17, 19}.","Производство: растениеводство и животноводство2, заготовка дров для нужд лагеря [4].","Численность: 01.01.47 — 4569, 01.01.48 — 4100, 01.01.49 — 4567, 01.01.50 — 4050 (УРО); 30.10.50 — 44923 [4].","Начальники: нач. — п/п Низюлько С.Н., с 07.08.46 по 23.04.51 [5, 6].","Архив: В ОИТК УМВД по Алтайскому кр.: ""все материалы, в том числе л/д вольнонаемных сотрудников, л/д з/к, приказы, материалы делопроизводства""; в 1-м Спецотделе УМВД по Алтайскому кр.: л/д офицеров {1}.",,Примечания: ,Источники: ,"См. также: МЕДВЕЖЬЕГОРСКИЙ ОЗДОРОВИТЕЛЬНЫЙ ЛАГЕРЬ, ОЛЬХОВСКИЙ ОЗДОРОВИТЕЛЬНЫЙ ЛАГЕРЬ, СОЛИКАМСКИЙ ОЗДОРОВИТЕЛЬНЫЙ ЛАГЕРЬ.",С.К.,"52.820573, 83.121329"
,,,,,,,,,,,,,,"1 Согласно [1], организуется система оздоровительных лагерей (ОЛЬХОВСКИЙ, ЧИСТЮНЬГСКИЙ, СОЛИКАМСКИЙ) и лагпунктов (во всех ИТЛ и УИТЛ—ОИТК ГУЛАГа). С 19.11.46 — инвалидный лагерь: ""в частичное изменение пр. МВД № 0154 и 00931 за 1946 г. специализированные лагери — ОЛЬХОВСКИЙ, ЧИСТЮНЬГСКИЙ, СОЛИКАМСКИЙ, МЕДВЕЖЬЕГОРСКИЙ и отделения в Карлаге, Сиблаге, Волголаге и Темлаге именовать впредь инвалидными, с содержанием в них длительно нетрудоспособных з/к"" [7]. ",Пр. 0154 МВД от 27.05.46. ,,,
,,,,,,,,,,,,,,"2 В 1950 г. из 27 207 га общей земельной площади, закрепленной за лагерем, 19 265 га занято под пашню; животноводческое хозяйство состояло из 2630 голов крупного рогатого скота, 6948 свиней, 1071 лошади [4]. ",Пр. 00206 МВД от 23.04.51. ,,,
,,,,,,,,,,,,,,3 Из них 1847 женщин [4].,Пр. 0650 МВД от 23.09.50. ,,,
,,,,,,,,,,,,,,,ГАРФ. Ф.9414. Оп.1д. Д. 85. Л.156–172. ,,,
,,,,,,,,,,,,,,,Пр. 1140лс МВД от 07.08.46. ,,,
,,,,,,,,,,,,,,,ГАРФ. Служебная карточка ГУЛАГа. ,,,
,,,,,,,,,,,,,,,Пр. 0390 МВД от 19.11.46.,,,
100460,"ЧУКОТСКИЙ ИТЛ ДАЛЬСТРОЯ (ИТЛ Чукотстроя, Чукотстройлаг, Чукотский ИТЛ УСВИТЛа, ЛО Чукотстроя)",Время существования: открыт 20.09.49 (?) [1]1; закрыт 29.06.56 [2].,Реорганизован: между 22.05.51 [3] и 20.05.52 [4] ЛО Чукотстроя — в ЧУКОТСКИЙ ИТЛ2.,"Подчинен: ГУ ИТ лагерей Дальстроя в 1951–1952 гг. [1], {21. Л. 511}; УСВИТЛ в 1953–1956 гг. {21. Л. 732}, [2].","Дислокация: Магаданская обл., пос.Эгвекинот (Чукотский а.ок.) {21. Л. 732}.",Литер: АВ-17 {21. Л. 668}.,Телегр. код: нет {21. Л. 668}.,"Адрес: Магаданская обл., пос.Эгвекинот, п/я АВ-261/151 {21. Л. 668, 732}.","Производство: стр-во причалов в Заливе Креста [5], Эгвекинотской дизельной эл.-ст. [6], порта Эгвекинот, школы в Заливе Креста [7], аэропорта в Эгвекиноте [8], стр-во ЛЭП Залив Креста—Иультин [6] и автодороги Эгвекинот—Иультин, работа на прииске ""Иультин"" [9], стр-во Иультинского горного комб. [10], Иультинской ЦЭС, обслуживание рудника и обогатительной ф-ки ""Иультин"", прииска ""Полярный"" [11], получение вольфрамового концентрата [12].","Численность: 22.05.51 — 6988 [3]; 15.07.52 — 64503 {46. Л. 511–544}, 01.08.53 — 4853 {21. Л. 732}.","Начальники: нач. — инж.-п/п Ленков Б.Н., ? — по 15.07.52 (упом. 01.11.50) [13, 14]; п/п инт.с. Карпов Б.Н., с 15.07.52 — ? (упом. 24.11.52) [13, 15]; майор Гармаш ?.?. (упом. 01.08.53) {21. Л. 732}4.",Архив: ?,,Примечания: ,Источники: ,,С.С.,"68.087557, 177.339546"
,,,,,,,,,,,,,,"1 Согласно [1], создано лаг. подр. при Чукотстрое, но статус его не обозначен (см. ГЛАВНОЕ УПРАВЛЕНИЕ СТРОИТЕЛЬСТВА ДАЛЬНЕГО СЕВЕРА); впервые после этого Чукотстройлаг упом. 01.02.51 [16]. ",Пр. 00872 МВД от 20.09.49. ,,,
,,,,,,,,,,,,,,"2 22.05.51 упом. ЛО Чукотстроя, а 20.05.52 утверждены штаты ЧУКОТСКОГО УИТЛ.  ",Пр. 0253 МВД от 29.06.56. ,,,
,,,,,,,,,,,,,,3 Из них 333 осужденных за к/р преступления {46. Л. 511–544}. ,ГАРФ. Ф. 9414. Оп. 1д. Д. 107. Л. 2. ,,,
,,,,,,,,,,,,,,"4 Согласно этому документу, Гармаш стал нач. ИТЛ с 10.03.53, но др. подтверждений этому не найдено.",Пр. 00454 МВД от 20.05.52. ,,,
,,,,,,,,,,,,,,,Пр. 0799 МВД от 17.11.49. ,,,
,,,,,,,,,,,,,,,Пр. 001141 МВД от 31.12.49.  ,,,
,,,,,,,,,,,,,,,Пр. 618 МВД от 15.09.50. ,,,
,,,,,,,,,,,,,,,Пр. 00860 МВД от 10.12.51. ,,,
,,,,,,,,,,,,,,,Пр. 00656 МВД от 01.11.50. ,,,
,,,,,,,,,,,,,,,Пр. 0188 МВД от 19.03.51. ,,,
,,,,,,,,,,,,,,,Пр. 0330 МВД от 20.02.52. ,,,
,,,,,,,,,,,,,,,Пр. 00381 МВД от 03.04.52. ,,,
,,,,,,,,,,,,,,,Пр. 836лс МВД от 15.07.52.  ,,,
,,,,,,,,,,,,,,,Пр. 00656 МВД от 01.11.50. ,,,
,,,,,,,,,,,,,,,Пр. 01282 МВД от 24.11.52.  ,,,
,,,,,,,,,,,,,,,ГАРФ. Ф. 9414. Оп. 1д. Д. 159. Л. 26.,,,
100461,ШАХТИНСКИЙ ИТЛ (Шахтлаг),Время существования: организован 01.03.47 на базе ПФЛ 048 МВД [1]1; закрыт 15.12.49 (включен в состав УИТЛК УМВД по Ростовской обл.) [2].,,"Подчинен: УИТЛК УМВД по Ростовской обл. с 01.03.47 [1, 2].","Дислокация: Ростовская обл., г.Шахты {19, 20}.","Литер: нет {19, 20}.","Телегр. код: ""Магнит"" {19, 20}.","Адрес: Ростовская обл., г.Шахты, п/я 399 {19, 20}.",Производство: добыча угля для нужд МВД [3]2.,Численность: 01.01.47 — 1369 (УРО); 14.04.47 — 13513 [3].,"Начальники: и.о. нач.— п/п Райберг С.Р., ? — по 15.04.47; кап. Сретенский С.С., с 15.04.47 — ?4; з/н — лейт. Марышев Н.И. (упом. 04.03.48) [3].",Архив: В УИТЛК УМВД по Ростовской обл. {1}.,,Примечания: ,Источники: ,,С.К.,"47.708485, 40.215958"
,,,,,,,,,,,,,,"1 Организован в связи с выводом ""спецконтингента"" из ПФЛ 048 МВД [1]. ",Пр. 0112 МВД от 01.03.47. ,,,
,,,,,,,,,,,,,,"2 Годовой план добычи угля, установленный ГУЛАГом на 1947 г., — 120 000 т [3]. ",Пр. 001096 МВД от 15.12.49. ,,,
,,,,,,,,,,,,,,3 Все — мужчины [3]. ,ГАРФ. Ф. 9414. Оп. 1. Д. 88. Л. 100.,,,
,,,,,,,,,,,,,,"4 Датируется на основании ""Акта приема-сдачи дел и должности нач. ШАХТИНСКОГО ИТЛ при смене нач. Упр."", подписанного 15.04.47 [3].",,,,
100462,ШЕКСНИНСКИЙ ИТЛ ГУЛГТС,Время существования: организован 11.10.40 [1]1; закрыт 28.06.41 {12}.,,Подчинен: ГУЛГТС с 11.10.40 [1].,"Дислокация: ст. Шексна Северной ж.д. (Вологодская обл.) [2, 3].",Литер: нет.,Телегр. код: нет.,"Адрес: ст. Шексна Северной ж.д., п/я 281 [2].","Производство: стр-во Волго-Балтийского водного пути на участке оз.Белое—Рыбинское вдхр. и Северо-Двинского водного пути {1, 12}.",Численность: нет1.,"Начальники: нач. — Циплаков В.Д., с 11.10.40 — ? [1]; з/н — Тумахович И.С., с 11.10.40 — ? [1].",Архив: ?,,Примечания: ,Источники: ,"См. также: ВЫТЕГОРСКИЙ ИТЛ НКВД, ИТЛ И СТРОИТЕЛЬСТВО ПО РЕКОНСТРУКЦИИ ШЛЮЗА И ПЛОТИНЫ ""ЗНАМЕНИТАЯ"", ОПОКСКИЙ ИТЛ, ШЕКСНИНСКИЙ ИТЛ МВД.",С.Ф.,"59.209401, 38.521817"
,,,,,,,,,,,,,,"1 Возможно, в 1940–1941 гг. ИТЛ фактически не действовал, так как в сводках УРО за 1941 г. [4, 5] ИТЛ упом. единственный раз (рукописное дополнение в сводке на 01.04.41, в графе ""численность"" — прочерк) [4. Л. 30].",Пр. 0440 НКВД от 11.10.40. ,,,
,,,,,,,,,,,,,,,Пр. 001407 НКВД от 06.11.40. ,,,
,,,,,,,,,,,,,,,Пр. 00145 НКВД от 07.02.41. ,,,
,,,,,,,,,,,,,,,ГАРФ. Ф. 9414. Оп. 1д. Д. 371. ,,,
,,,,,,,,,,,,,,,Там же. Оп. 1. Д. 1161.,,,
